"id","name","packaging_signalled","bottlesize_signalled","fill_level_signalled","state_signalled","bottlesize_l","fill_level","state","packaging","sold","price"
21729,"Almeida de, Manuel Vinho Velho Garrafeira Particular 1942 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt, Depot","None",NULL,0
21730,"Peters, Pierre Cuvee Speciale Les Chétillons Blanc de Blancs Grand Cru Le Mesnil Brut 2002 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,240
21731,"Cossart Gordon & Co. Madeira Bual 1958 0,75 l",1,1,1,1,0.75,"in","in, bottled in 2006","lose",1,150
21732,"Tenuta San Guido Sassicaia 2002 0,75 l",1,1,1,1,0.75,"ts","ts, OHK mit Originalband verschlossen, Füllstand geschätzt","6er OHK",1,1.11
21733,"Chateau Lynch-Bages 2001 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,370
21734,"Chateau Mouton-Rothschild 2003 0,75 l",1,1,1,1,0.75,"in","in","lose",1,360
21735,"Leitz, Josef Rüdesheimer Berg Rottland Riesling ""Alte Reben"" Goldkapsel trocken 2006 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, 2 x Kapseln oxidiert","None",1,135
21736,"Flagman's Colheita Port 1941 0,75 l",1,1,1,1,0.75,"in","in","1er OHK",NULL,0
21737,"Koehler-Ruprecht Kallstadter Saumagen Riesling Auslese trocken 2005 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,100
21738,"Gosset Grand Millesime Brut 1975 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht verschmutzt","lose",1,115
21739,"Clarendon Hills Cabernet Sauvignon ""Hickinbotham Vineyard"" 1998 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
21740,"Caymus Cabernet Sauvignon 1997 1,5 l",NULL,1,1,1,1.5,"ts","ts","None",1,215
21741,"Ca ´del Bosco Franciacorta Cuvee Annamaria Clementi Brut 1990 3,0 l",1,1,1,1,3,"1 cm","1 cm, Millennium Sonderausgabe","HK",1,460
21742,"Bodegas Muga Torre Muga 1994 0,75 l",1,1,1,1,0.75,"in","in","lose",1,160
21743,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 2006 0,75 l",1,1,1,1,0.75,"in","in","lose",1,190
21744,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,150
21908,"Burgaud, Bernard Cote Rotie 1986 0,75 l(1)",1,1,1,1,0.75,"3 cm","3 cm, Etikett ganz leicht verschmutzt","lose",1,80
21745,"Chateau L´If 2016 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",NULL,0
21746,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,75
21747,"Quilceda Creek Cabernet Sauvignon 2015 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
21748,"Ridge Cabernet Sauvignon ""Santa Cruz"" 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,105
21749,"Chateau La Tour Figeac 1986 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt","None",1,90
21750,"Pichler, F.X. Dürnsteiner Kellerberg Riesling Smaragd 2005 0,75 l(2)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,135
21751,"Chateau Lafite-Rothschild 1999 0,75 l",1,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","lose",1,560
21752,"Chateau Lynch-Bages 2002 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,160
21753,"Feudi di San Gregorio Serpico 2003 0,75 l",1,1,1,1,0.75,"in","in","lose",1,50
21754,"Chateau Leydet-Figeac 1994 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, leicht kellergrau","None",1,145
21755,"Il Marroneto Brunello di Montalcino Madonna delle Grazie 2004 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","None",1,70
21756,"Chateau l´Angelus 1988 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,200
21757,"Tenuta il Poggione Brunello di Montalcino 2004 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,160
21758,"Chateau La Mission-Haut-Brion 1986 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, Kapsel beschädigt","None",1,240
21759,"Chateau l´Angelus 1994 1,5 l",NULL,1,1,1,1.5,"ts","ts, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,410
21760,"Chateau Parempuyre 1948 0,75 l(1)",NULL,1,1,1,0.75,"Abfüller","Abfüller: Cruse, lms-ls, Etikett stark verschmutzt, stark kellergrau, Kapsel leicht beschädigt, Importeur: Fischer, Hamburg; Kapsel oxidiert","None",1,70
21761,"Chateau de Beaucastel Chateauneuf-du-Pape Hommage a Jacques Perrin 2003 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
21762,"Chateau Haut-Bailly 1990 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,115
21763,"Bodegas Vega Sicilia Alion Reserva 1992 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,120
21764,"Chateau Pontet-Canet 1949 0,75 l(1)",NULL,1,1,1,0.75,"Abfüller","Abfüller: Dircks, Bordeaux, lms-ls, Etikett stark beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt, Importeur: Michelsen, Hamburg","None",1,145
21765,"Chateau Montrose 2005 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","lose",1,270
21766,"Chateau Haut-Brion 1996 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett leicht verschmutzt","None",1,290
21767,"Brancaia Il Blu 2013 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts","None",1,150
21768,"Kracher Chardonnay Nr. 3 Nouvelle Vague Trockenbeerenauslese 2000 0,375 l(1)",NULL,1,1,1,0.37,"in","in","None",1,1.56
21769,"Chateau Batailley 1995 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,120
21770,"Bacio Divino Proprietary Red 2000 0,75 l(5)",1,1,1,1,0.75,"in","in","lose",NULL,0
21771,"Chateau de Laubade Bas Armagnac 1979 0,7 l",1,1,1,1,0.7,"ts","ts","1er OHK",NULL,0
21772,"Poggio Scalette Il Carbonaione 1997 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett beschädigt, leicht verschmutzt","None",1,140
21773,"Chateau Margaux 1987 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt","None",NULL,0
21774,"Lisini Brunello di Montalcino Ugolaia 2004 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",NULL,0
21775,"Kühn, Peter Jakob Mittelheimer St.Nikolaus Riesling Erstes Gewächs 2005 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,70
21776,"Kongsgaard Syrah 2004 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","lose",1,600
21777,"Poggio Scalette Capogatto 2008 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,75
21778,"Prunotto Barolo Cannubi 1993 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,60
21779,"Penfolds Cabernet Sauvignon Bin 707 2009 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,240
21780,"Dönnhoff Niederhäuser Hermannshöhle Riesling Grosses Gewächs 2009 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",NULL,0
21781,"Chateau Grand-Puy-Ducasse 1989 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",NULL,0
21782,"Weil, Robert Kiedricher Gräfenberg Riesling Erstes Gewächs 2015 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,85
21783,"Pommery Cuveé Louise Brut 2003 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,120
21784,"Chateau Palmer 1989 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt","None",1,255
21785,"Deutz Blanc de Blancs Brut 1973 0,75 l",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None",1,120
21786,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Herrenberg Riesling Auslese trocken 1989 0,75 l(1)",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht verschmutzt","None",NULL,0
21787,"Chateau Leoville-Barton 1996 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,250
21788,"Ornellaia 1995 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt","lose",1,155
21789,"Domaine Ramonet Chassagne-Montrachet Morgeot 1er Cru 1989 0,75 l",NULL,1,1,1,0.75,"5 cm","5 cm, Etikett leicht beschädigt, Kapsel ganz leicht beschädigt","None",1,90
21790,"Chateau Mouton-Rothschild Le Petit Mouton 2005 0,75 l",1,1,1,1,0.75,"in","in","lose",1,160
21791,"Moet & Chandon Dom Perignon Brut 1978 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel stark beschädigt, Depotbildung","None",1,190
21792,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,150
21793,"Gaja, Angelo Barolo Sperss 1994 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten leicht beschädigt, leicht verschmutzt","None",1,405
21794,"Quintarelli, Giuseppe Cabernet Franc Alzero 1984 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel mit Wachs versiegelt","None",1,285
22414,"Patz & Hall Chardonnay 2015 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,70
21795,"Chateau Pavie 1985 0,75 l",1,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, Tiroler Importeur","lose",1,140
21796,"Chateau Mouton-Rothschild 1989 0,75 l(11)",1,1,1,1,0.75,"ts","ts","12er OHK",1,4.2
21797,"Christoffel, Jos. jun. Erdener Prälat Riesling Auslese *** 2010 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Kapsel ganz leicht beschädigt","None",1,70
21798,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2000 1,5 l",NULL,1,1,1,1.5,"0,5 cm","0,5 cm, Etikett verschmutzt, leicht kellergrau","None",NULL,0
21799,"Chateau Larrivet-Haut-Brion 2001 0,75 l",1,1,1,1,0.75,"in","in","lose",1,160
21800,"Gaja, Angelo Barbaresco 1985 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel leicht beschädigt","None",1,175
21801,"Krug Vintage Brut 1998 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","lose",1,250
21802,"Moet & Chandon Dom Perignon ""Luminous"" Rose Brut 2002 1,5 l",1,1,1,1,1.5,"0,5 cm","0,5 cm, Kapsel ganz leicht beschädigt","lose",1,565
21803,"Bodegas Riojanas Monte Real Gran Reserva 1994 0,75 l(2)",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,100
21804,"Bollinger Grande Annee Brut 2002 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,120
21805,"Bollinger Grande Annee Brut 2002 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,120
21806,"Koehler-Ruprecht Kallstadter Saumagen Riesling Auslese ""R"" trocken 2005 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,160
21807,"Koehler-Ruprecht Kallstadter Saumagen Riesling Auslese ""RR"" trocken 2007 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,200
21808,"Weingut Dr. von Bassermann-Jordan Forster Ungeheuer Riesling Eiswein 1996 0,375 l(1)",NULL,1,1,1,0.37,"1 cm","1 cm, Etikett ganz leicht verschmutzt","None",NULL,0
21809,"Chateau Sociando-Mallet 1995 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett leicht verschmutzt","None",NULL,0
21810,"Chateau Pavie 1988 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
21812,"Bodegas Alejandro Fernandez Dehesa La Granja 2001 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",NULL,0
21813,"Allegrini Recioto della Valpolicella Classico 1990 0,75 l(1)",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None",NULL,0
21814,"Chateau La Tour Haut Caussan 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
21815,"Jadot, Louis Gevrey Chambertin Clos St. Jacques 1er Cru 1994 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etiketten ganz leicht beschädigt","None",NULL,0
21816,"Villa Banfi Tavernelle 1984 1,5 l",NULL,1,1,1,1.5,"hs","hs, Etikett leicht verschmutzt, Kapsel oxidiert, Leckspuren","None",NULL,0
21817,"Weingut Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese 1998 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett leicht verschmutzt, Kapsel oxidiert, Leckspuren","None",NULL,0
21818,"Krug Rosé Brut NV 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, ältere Abfüllung, Etikett knittrig","None",1,160
21819,"Chateau Mouton-Rothschild 1996 6,0 l",NULL,1,1,1,6,"hf-in","hf-in, Etikett stark beschädigt, stark verschmutzt, Rückenetikett fehlt","None",1,3.5
21820,"Chateau Rieussec 1975 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,160
21821,"Chateau Citran 1997 0,75 l(10)",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","12er OHK",1,210
21822,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,100
21936,"Chateau du Vieux Guinot 2010 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","None",NULL,0
21823,"Domaine Allary Haut-Brion Allary Haut-Brion rouge 2010 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
21824,"Chateau Grand-Puy-Lacoste 1993 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,40
21825,"Domaine Allary Haut-Brion Allary Haut-Brion rouge 2010 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
21826,"Hirtzberger, Franz Hochrain Riesling Smaragd 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,140
21827,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,90
21828,"Weingut Keller Dalsheimer Hubacker Riesling Auslese trocken 1997 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett verschmutzt, Kapsel ganz leicht beschädigt, vinifiziert anlässlich 200 Jahre Weingut Keller","None",1,350
21829,"Jadot, Louis Corton Charlemagne Grand Cru 1996 3,0 l",1,1,1,1,3,"3,5 cm","3,5 cm, Etikett ganz leicht verschmutzt, Kapsel leicht beschädigt, Korken angehoben","HK",1,580
21830,"Chateau Mouton-Rothschild 2003 0,75 l",1,1,1,1,0.75,"hf-in","hf-in, perfekter Zustand","lose",1,370
21831,"Teruzzi & Puthod Terre di Tufi bianco 2008 3,0 l",1,1,1,1,3,"ts","ts","lose",1,85
21832,"Weingut Johann Topf Grüner Veltliner Strassertal 2009 6,0 l",1,1,1,1,6,"in","in, Etikett ganz leicht verschmutzt","lose",1,130
21833,"Ornellaia Masseto Merlot 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,520
21834,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 1,5 l",1,1,1,1,1.5,"0","0,5 cm","lose",1,170
21835,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,1,1.5,"0","0,5 cm","1er OC",1,565
21836,"Weingut Krutzler Perwolff 2000 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,185
21837,"Chateau Chasse-Spleen 1989 0,75 l",NULL,1,1,1,0.75,"in-ts","in-ts, Etiketten ganz leicht verschmutzt","None",1,270
21838,"Chateau Haut-Brion 1988 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,310
21839,"Chateau Beauséjour-Duffau-Lagarosse 2009 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,240
21840,"Fürst von Metternich-Winneburg'sches Domänen Rentamt/ Schloß Johannisberg Schloß Johannisberg Rosalack Riesling Auslese 1953 0,75 l",NULL,1,1,1,0.75,"6 cm","6 cm, Etikett leicht verschmutzt","None",NULL,0
21841,"Castellare Coniale 1991 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett verschmutzt","None",NULL,0
21842,"Pichler, F.X. Loibner Steinertal Riesling halbtrocken 2001 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, Zusatzaufkleber","None",1,75
21843,"Weingut Friedrich Becker Blauer Spätburgunder Tafelwein 1996 1,5 l(1)",NULL,1,1,1,1.5,"3 cm","3 cm, Etikett ganz leicht verschmutzt, Kapsel oxidiert, Leckspuren","None",1,65
21844,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Trockenbeerenauslese 2001 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
21845,"Chateau Brane-Cantenac 1996 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,170
21846,"Anheuser, August Kreuznacher Mönchberg Riesling Auslese 1988 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt","None",NULL,0
21847,"Bodegas Senorio Gran Paulet Reserva 1984 0,5 l",1,1,1,1,0.5,"in","in, Depotbildung","1er OHK",NULL,0
21848,"Domaine Saint-Ser Cuvee Prestige Rouge 2014 0,75 l",1,1,1,1,0.75,"in","in","lose",NULL,0
21849,"Mondavi/Rothschild Opus One 1981 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett beschädigt, verschmutzt","None",1,210
21850,"La Rioja Alta Gran Reserva 904 2001 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,285
21851,"Chateau Marquis-de-Terme 1990 0,75 l(3)",NULL,1,1,1,0.75,"in","in, Etiketten leicht verschmutzt","None",1,120
21852,"Chateau Langoa-Barton 2008 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,60
21853,"Chateau Gruaud-Larose 1995 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",NULL,0
21854,"Bodegas Castano Hoya Munoz 2005 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,30
21855,"Chateau Duhart-Milon-Rothschild 1986 0,75 l(2)",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,180
21856,"Chateau Mouton-Rothschild 1988 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,360
21857,"Chateau Mouton-Rothschild 1988 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,360
21858,"Heymann Löwenstein Winninger Uhlen Roth Lay Riesling Erste Lage 2005 0,75 l(1)",NULL,1,1,1,0.75,"1","1,5 cm","None",1,65
21859,"Umathum Pinot Noir Unter den Terrassen zu Jois 2007 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,150
21860,"Chateau Fourcas-Dupré 1996 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,130
21861,"Bodegas Altanza Le Altanza Reserva ""Miro"" 2001 0,75 l",1,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","3er OHK",1,120
21862,"Bodegas Altanza Le Altanza Reserva ""Miro"" 2001 0,75 l",1,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","3er OHK",1,100
21863,"Mayr, Josephus Lamarein 2005 0,75 l",1,1,1,1,0.75,"in","in","lose",1,215
21864,"Domaine Saint-Ser Cuvee Prestige Rouge 2014 0,75 l",1,1,1,1,0.75,"in","in","lose",NULL,0
21865,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2009 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",NULL,0
21866,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2009 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",NULL,0
21867,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2009 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,200
21868,"Chateau Mouton-Rothschild 1991 0,75 l",1,1,1,1,0.75,"ts","ts","lose",1,300
21869,"Penfolds Grange Hermitage 2008 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,600
21870,"Heredia, Lopez Vina Tondonia 1934 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt, stark kellergrau","lose",1,380
21871,"CVNE Reserva Especial 1952 0,75 l",1,1,1,1,0.75,"4 cm","4 cm, Etikett stark beschädigt, stark verschmutzt, kellergrau","lose",NULL,0
21872,"Ziereisen Rhini Spätburgunder 2007 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,120
21873,"Chateau Mouton-Rothschild 1999 1,5 l",NULL,1,1,1,1.5,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt","None",1,710
21874,"Penfolds Cabernet Sauvignon Bin 407 2012 0,75 l(2)",NULL,1,1,1,0.75,"in","in","None",1,230
21875,"Chateau Palmer 2002 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,310
21876,"Monteverro 2009 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,100
21877,"Leitz, Josef Rüdesheimer Berg Rottland Riesling Auslese 2002 0,5 l(1)",NULL,1,1,1,0.5,"1 cm","1 cm","None",NULL,0
21878,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,80
21879,"Forman Cabernet Sauvignon 2015 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,150
21880,"Domaine Jean Gros Vosne Romanee Village 1981 0,75 l",NULL,1,1,1,0.75,"3 cm","3 cm, Etiketten leicht verschmutzt","None",1,70
21881,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett leicht beschädigt, stark verschmutzt","None",1,200
21882,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett leicht beschädigt, stark verschmutzt","None",1,200
21883,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett beschädigt, stark verschmutzt, Markierung auf dem Etikett","None",1,200
21884,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, stark verschmutzt","None",NULL,0
21885,"Chateau Boyd-Cantenac 1971 1,5 l(1)",NULL,1,1,1,1.5,"in","in, Etikett leicht verschmutzt, kellergrau, Kapsel ganz leicht beschädigt","None",1,225
21886,"Chateau Malescot-Saint-Exupery 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etiketten ganz leicht beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt","12er OHK",NULL,0
21887,"Chateau Malescot-Saint-Exupery 1983 0,75 l(10)",1,1,1,1,0.75,"ts","ts, Etiketten leicht beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt","12er OHK",NULL,0
21888,"Chateau Batailley 1981 0,75 l(1)",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht beschädigt","None",1,90
21889,"Graham´s Vintage Port 1983 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,110
21890,"Real Companhia Velha Colheita Port 1937 0,7 l",NULL,1,1,1,0.7,"in","in, Etikett ganz leicht beschädigt, Bottled:1972","None",1,160
21891,"Chateau Palmer 1967 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","None",1,60
21892,"Zenato Amarone della Valpolicella Classico 1997 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
21893,"Chateau d'Aiguilhe 2004 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",NULL,0
21894,"Domaine Perrot-Minot Chambolle Musigny Les Fuees Vieilles Vignes 1er Cru 2009 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,325
21895,"Chateau Haut-Brion 1970 0,75 l",NULL,1,1,1,0.75,"5,5 cm","5,5 cm, Etikett verschmutzt, Kapsel ganz leicht beschädigt, Stempel auf dem Etikett, Kapsel oxidiert","None",1,110
21896,"Gaja, Angelo Barbaresco 1982 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt","None",1,125
21897,"Autreau de Champillon Rose Brut 1er Cru NV 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Depotbildung","None",1,120
21898,"Chateau Leoville-Barton 1995 0,75 l",1,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","lose",1,95
21899,"Hospices de Beaune Savigny les Beaune Cuvee Fouquerand 1er Cru 2004 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,70
21900,"Mähler-Besse Cheval Noir 1985 0,75 l",1,1,1,1,0.75,"hs","hs","6er OHK",1,60
21901,"Comte Georges de Vogue Chambolle Musigny Village 2000 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett verschmutzt","None",NULL,0
21902,"Chateau Mouton-Rothschild 1993 0,75 l",1,1,1,1,0.75,"in","in","lose",1,310
21903,"Chateau Palmer 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","None",1,285
21904,"Chateau Haut-Bailly 2010 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,100
