"id","auctiondate","sold","name","vintage","bottlesize_l","origin","winepoints","fill_level","state","packaging"
33622,"2021-02-14 00:00:00",1,"Feuerheerd Vintage Port 1945 0,75 l",1945,"0.75","Douro",0,"ts","ts, Etikett leicht beschädigt, Kapsel beschädigt, Kapsel oxidiert","None"
33623,"2021-02-14 00:00:00",1,"Chateau Mouton-Rothschild 1971 0,75 l",1971,"0.75","Pauillac, 1er Cru Classe",0,"ms","ms, Etikett ganz leicht beschädigt, verschmutzt, Kapsel ganz leicht beschädigt, Kapsel oxidiert","None"
33624,"2021-02-14 00:00:00",1,"Chateau Chasse-Spleen 1990 0,75 l(1)",1990,"0.75","Moulis-en-Medoc, Cru Bourgeois",0,"in","in, Etikett ganz leicht verschmutzt","None"
33625,"2021-02-14 00:00:00",1,"Peel Estate Shiraz 1996 0,75 l",1996,"0.75","Western Australia",0,"in","in","None"
33626,"2021-02-14 00:00:00",1,"Dana Estates Hershey Vineyard Cabernet Sauvignon 2011 0,75 l",2011,"0.75","Kalifornien, Howell Mountain",90,"in","in","lose"
33627,"2021-02-14 00:00:00",NULL,"Clarendon Hills Cabernet Sauvignon ""Hickinbotham Vineyard"" 1998 0,75 l",1998,"0.75","McLaren Vale",0,"in","in","None"
33628,"2021-02-14 00:00:00",1,"Moet & Chandon Dom Perignon Brut 2003 0,75 l",2003,"0.75","Champagne",94,"0","0,5 cm","None"
33629,"2021-11-07 00:00:00",1,"Domaine G. Roumier Corton Charlemagne Grand Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",95,"0","0,5 cm","None"
33630,"2021-11-07 00:00:00",1,"Domaine G. Roumier Corton Charlemagne Grand Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",95,"0","0,5 cm","None"
33631,"2021-11-07 00:00:00",1,"Domaine G. Roumier Corton Charlemagne Grand Cru 2011 0,75 l",2011,"0.75","Cote de Beaune",0,"0","0,5 cm","None"
33632,"2021-11-07 00:00:00",1,"Domaine G. Roumier Corton Charlemagne Grand Cru 2011 0,75 l",2011,"0.75","Cote de Beaune",0,"0","0,5 cm","None"
33633,"2021-11-07 00:00:00",1,"Domaine Faiveley Meursault Charmes 1er Cru 2012 0,75 l",2012,"0.75","Cote de Beaune",0,"0","0,5 cm","lose"
33634,"2021-11-07 00:00:00",1,"Domaine Faiveley Meursault Charmes 1er Cru 2015 0,75 l",2015,"0.75","Cote de Beaune",0,"0","0,5 cm","lose"
33635,"2021-11-07 00:00:00",1,"Domaine Faiveley Puligny-Montrachet La Garenne 1er Cru 2016 0,75 l",2016,"0.75","Cote de Beaune",0,"0","0,5 cm","lose"
33636,"2021-11-07 00:00:00",1,"Domaine Faiveley Puligny-Montrachet Les Folatieres 1er Cru 2009 1,5 l",2009,"1.5","Cote de Beaune",0,"1 cm","1 cm","lose"
33639,"2020-09-08 00:00:00",NULL,"Clos i Terrasses Clos Erasmus 2007 0,75 l",2007,"0.75","Priorat",98,"in","in","lose"
33640,"2020-09-08 00:00:00",NULL,"Kalleske Grenache Old Vine 2008 0,75 l",2008,"0.75","Barossa Valley",91,"1 cm","1 cm","None"
33641,"2020-09-08 00:00:00",1,"Chateau Clerc-Milon Rothschild 1983 0,75 l",1983,"0.75","Pauillac, 5e Cru Classe",0,"ts-hs","ts-hs, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","lose"
33642,"2020-09-08 00:00:00",NULL,"Domaine La Barroche Chateauneuf-du-Pape 2006 0,75 l",2006,"0.75","Rhone",0,"0","0,5 cm","lose"
33643,"2020-09-08 00:00:00",1,"Chateau Beychevelle 2016 0,75 l",2016,"0.75","Saint-Julien, 4e Cru Classe",95,"in","in","6er OHK"
33644,"2020-09-08 00:00:00",1,"Chateau Lynch-Bages 1985 0,75 l",1985,"0.75","Pauillac, 5e Cru Classe",95,"ts","ts, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt, Zusatzetikett vom Importeur: Cottardi, Innsbruck","lose"
33645,"2020-09-08 00:00:00",NULL,"Red Nectar Cabernet Sauvignon 2005 0,75 l",2005,"0.75","Barossa Valley",0,"in","in","None"
33646,"2020-09-08 00:00:00",1,"Bodega Aleanna El Enemigo Chardonnay 2016 0,75 l",2016,"0.75","Tupungato",0,"0","0,5 cm","None"
33647,"2020-09-08 00:00:00",NULL,"Graham´s Vintage Port Malvedos 1992 0,75 l",1992,"0.75","Douro",92,"in","in, Etikett ganz leicht beschädigt, leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
33648,"2020-09-08 00:00:00",NULL,"Moet & Chandon Dom Perignon Brut 1973 0,75 l",1973,"0.75","Champagne",0,"2 cm","2 cm, Etikett ganz leicht verschmutzt, Importeur: Pardi Annetta","lose"
33649,"2020-12-27 00:00:00",1,"Penfolds Grange Hermitage 1999 0,75 l",1999,"0.75","South Australia",92,"in","in","None"
33650,"2020-12-27 00:00:00",1,"Shafer Vineyards Cabernet Sauvignon Hillside Select 1991 0,75 l",1991,"0.75","Kalifornien, Napa Valley",96,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None"
33651,"2020-12-27 00:00:00",1,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Beerenauslese Versteigerungswein 1994 0,75 l",1994,"0.75","Rheingau",0,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None"
33652,"2020-12-27 00:00:00",1,"Barros Almeida Colheita Port 1900 0,75 l",1900,"0.75","Douro",0,"in","in","1er OHK"
33653,"2020-12-27 00:00:00",NULL,"Hobbs Shiraz 2007 0,75 l",2007,"0.75","Barossa Valley",0,"in","in","None"
33654,"2020-12-27 00:00:00",1,"Chateau Haut-Brion 1999 0,75 l",1999,"0.75","Pessac-Leognan, 1er Cru Classe",93,"1 cm","1 cm, Etiketten ganz leicht verschmutzt","None"
33655,"2020-12-27 00:00:00",1,"Chateau Mouton-Rothschild 1994 0,75 l",1994,"0.75","Pauillac, 1er Cru Classe",91,"in","in, Etikett ganz leicht verschmutzt","None"
33656,"2020-12-27 00:00:00",1,"Chateau Mouton-Rothschild 1978 0,75 l",1978,"0.75","Pauillac, 1er Cru Classe",92,"ms","ms, Etikett stark beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt, Etikett zum Teil lose","None"
33657,"2020-12-27 00:00:00",NULL,"Chateau Mouton-Rothschild 1949 0,75 l",1949,"0.75","Pauillac, 1er Cru Classe",0,"ls","ls, Etikett stark beschädigt, stark verschmutzt, Kapsel stark beschädigt, Kapsel oxidiert und korrodiert","None"
33658,"2020-12-27 00:00:00",1,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2003 0,75 l",2003,"0.75","Wachau",91,"0","0,5 cm","None"
33662,"2021-09-05 00:00:00",NULL,"Kalleske Shiraz Greenock 2006 0,75 l",2006,"0.75","Barossa Valley",92,"in","in","None"
33663,"2021-09-05 00:00:00",NULL,"Kalleske Shiraz Greenock 2007 0,75 l",2007,"0.75","Barossa Valley",90,"in","in","None"
33664,"2021-09-05 00:00:00",1,"Massena Durif The Howling Dog 2005 0,75 l",2005,"0.75","Barossa Valley",93,"1 cm","1 cm","None"
33665,"2021-09-05 00:00:00",1,"Red Nectar Cabernet Sauvignon 2005 0,75 l",2005,"0.75","Barossa Valley",0,"in","in","None"
33666,"2021-09-05 00:00:00",1,"Red Nectar Cabernet Sauvignon 2005 0,75 l",2005,"0.75","Barossa Valley",0,"in","in","None"
33667,"2021-09-05 00:00:00",1,"Red Nectar Shiraz 2005 0,75 l",2005,"0.75","Barossa Valley",91,"in","in","None"
33668,"2021-09-05 00:00:00",1,"Red Nectar Shiraz 2005 0,75 l",2005,"0.75","Barossa Valley",91,"in","in","None"
33669,"2021-05-30 00:00:00",1,"Chateau Palmer 2000 0,75 l",2000,"0.75","Margaux, 3e Cru Classe",94,"in","in","None"
33670,"2021-05-30 00:00:00",1,"Chateau Palmer 2000 0,75 l",2000,"0.75","Margaux, 3e Cru Classe",94,"in","in","None"
33671,"2021-05-30 00:00:00",1,"Chateau Rausan Segla 2000 0,75 l",2000,"0.75","Margaux, 2e Cru Classe",90,"in","in","None"
33672,"2021-05-30 00:00:00",1,"Chateau Duhart-Milon-Rothschild 2000 0,75 l",2000,"0.75","Pauillac, 4e Cru Classe",90,"in","in","None"
33673,"2021-05-30 00:00:00",1,"Chateau Grand-Puy-Lacoste 2000 0,75 l",2000,"0.75","Pauillac, 5e Cru Classe",95,"in","in","None"
33674,"2021-05-30 00:00:00",1,"Chateau Haut-Bages-Liberal 2000 0,75 l",2000,"0.75","Pauillac, 5e Cru Classe",92,"in","in","None"
33675,"2021-05-30 00:00:00",1,"Chateau Pichon Longueville Baron 2000 1,5 l",2000,"1.5","Pauillac, 2e Cru Classe",97,"in","in","None"
33676,"2021-05-30 00:00:00",1,"Chateau Pichon Longueville Baron 2000 1,5 l",2000,"1.5","Pauillac, 2e Cru Classe",97,"in","in","None"
33677,"2021-05-30 00:00:00",1,"Chateau Pontet-Canet 2000 0,75 l",2000,"0.75","Pauillac, 5e Cru Classe",92,"in","in","None"
33678,"2021-05-30 00:00:00",1,"Chateau Haut-Bailly 2000 0,75 l",2000,"0.75","Pessac-Leognan, Cru Classe",91,"in","in","None"
33679,"2019-04-08 00:00:00",NULL,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2008 0,75 l",2008,"0.75","Rheinhessen",92,"0","0,5 cm","None"
33681,"2021-03-28 00:00:00",1,"Moet & Chandon Dom Perignon Edition ""Jeff Koons"" Brut 2004 0,75 l",2004,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
33682,"2021-03-28 00:00:00",1,"Moet & Chandon Dom Perignon Edition ""Jeff Koons"" Brut 2004 0,75 l",2004,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
33683,"2021-03-28 00:00:00",1,"Allemand, Thierry Cornas Reynard 2005 0,75 l",2005,"0.75","Rhone",96,"1,5 cm","1,5 cm, Etikett leicht verschmutzt","None"
33684,"2021-03-28 00:00:00",1,"Weingut Keller Riesling G-Max 2013 0,75 l",2013,"0.75","Rheinhessen",95,"0","0,5 cm","None"
33685,"2021-03-28 00:00:00",1,"Chateau Montrose La Dame de Montrose, 2e vin de Montrose 2005 0,75 l",2005,"0.75","Saint-Estephe",90,"in","in","12er OHK"
33686,"2021-03-28 00:00:00",1,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1993 0,75 l",1993,"0.75","Champagne",92,"1 cm","1 cm","1er OC"
33687,"2021-03-28 00:00:00",1,"Allemand, Thierry Cornas les Chaillots 2007 0,75 l",2007,"0.75","Rhone",92,"2 cm","2 cm, Etikett ganz leicht verschmutzt","None"
33690,"2021-03-28 00:00:00",1,"Duval Leroy Femme de Champagne Grand Cru Brut 1995 0,75 l",1995,"0.75","Champagne",96,"1 cm","1 cm","6er OHK"
33691,"2021-12-09 00:00:00",1,"Chateau Figeac 2009 0,75 l",2009,"0.75","Saint-Emilion, 1er Grand Cru Classe B",94,"in","in","6er OHK"
33692,"2021-12-09 00:00:00",1,"Chateau Calon-Segur 2009 0,75 l",2009,"0.75","Saint-Estephe, 3e Cru Classe",96,"in","in","6er OHK"
33693,"2021-12-09 00:00:00",1,"Chateau Calon-Segur 2010 0,75 l",2010,"0.75","Saint-Estephe, 3e Cru Classe",0,"in","in","6er OHK"
33694,"2021-12-09 00:00:00",1,"Chateau Phelan-Segur 2003 0,375 l",2003,"0.37","Saint-Estephe, Cru Bourgeois",91,"in","in, Etiketten ganz leicht beschädigt","12er OHK"
33695,"2021-12-09 00:00:00",1,"Chateau Leoville Las Cases Clos du Marquis, 2e vin de Leoville Las Cases 2010 0,75 l",2010,"0.75","Saint-Julien",90,"in","in","None"
33696,"2021-12-09 00:00:00",1,"Chateau Leoville-Barton 2003 0,75 l",2003,"0.75","Saint-Julien, 2e Cru Classe",96,"in","in","6er OHK"
33697,"2021-12-09 00:00:00",1,"Brovia Barolo Brea Vigna Ca Mia 2010 0,75 l",2010,"0.75","Piemont",93,"in","in","None"
33698,"2021-12-09 00:00:00",1,"Conterno, Aldo Barolo Romirasco 2004 0,75 l",2004,"0.75","Piemont",95,"0","0,5 cm","None"
33699,"2021-12-09 00:00:00",1,"Conterno, Aldo Barolo Romirasco 2004 0,75 l",2004,"0.75","Piemont",95,"0","0,5 cm","None"
33700,"2021-12-09 00:00:00",1,"Conterno, Aldo Barolo Romirasco 2004 0,75 l",2004,"0.75","Piemont",95,"0","0,5 cm","None"
33701,"2021-01-08 00:00:00",1,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",2004,"0.75","Champagne",94,"1 cm","1 cm","None"
33702,"2021-01-08 00:00:00",1,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",2004,"0.75","Champagne",94,"1 cm","1 cm","None"
33703,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Chevalier-Montrachet Grand Cru 2008 0,75 l",2008,"0.75","Cote de Beaune",93,"0","0,5 cm","6er OHK"
33704,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Chevalier-Montrachet Grand Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",92,"0","0,5 cm","6er OHK"
33705,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2007 1,5 l",2007,"1.5","Cote de Beaune",96,"1 cm","1 cm","3er OHK"
33706,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2007 1,5 l",2007,"1.5","Cote de Beaune",96,"1 cm","1 cm","3er OHK"
33707,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2008 0,75 l",2008,"0.75","Cote de Beaune",94,"0","0,5 cm","6er OHK"
33708,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",93,"0","0,5 cm","6er OHK"
33709,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",93,"0","0,5 cm","None"
33751,"2021-03-10 00:00:00",1,"Mascarello, Giuseppe Barolo Monprivato 2008 3,0 l",2008,"3","Piemont",94,"6 cm","6 cm, Etikett verschmutzt","None"
33710,"2021-01-08 00:00:00",1,"Bouchard, Pere & Fils Meursault Perrieres 1er Cru 2009 0,75 l",2009,"0.75","Cote de Beaune",91,"0","0,5 cm","None"
33711,"2021-01-24 00:00:00",1,"Altesino Brunello di Montalcino 1990 0,75 l(1)",1990,"0.75","Toskana",90,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt","lose"
33712,"2021-01-24 00:00:00",1,"Antinori Solaia 1999 0,75 l",1999,"0.75","Toskana",94,"ts","ts, Etikett leicht beschädigt, ganz leicht verschmutzt","lose"
33713,"2021-01-24 00:00:00",1,"Chateau Fourcas-Dupré 1989 0,75 l",1989,"0.75","Listrac-Medoc, Cru Bourgeois",0,"ts","ts, Etiketten ganz leicht beschädigt, stark verschmutzt, leicht kellergrau, Kapsel ganz leicht beschädigt, Kapseln oxidiert","None"
33714,"2021-01-24 00:00:00",1,"Moet & Chandon   Brut Imperial 1995 0,75 l(1)",1995,"0.75","Champagne",94,"1 cm","1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","lose"
33715,"2021-01-24 00:00:00",1,"Chateau Rieussec 2003 0,375 l",2003,"0.37","Sauternes, 1er Cru Classe",95,"in","in, Etiketten ganz leicht verschmutzt","lose"
33716,"2021-01-24 00:00:00",1,"Bodegas Alzania Crianza 2000 0,75 l(5)",2000,"0.75","Navarra",0,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None"
33717,"2021-01-24 00:00:00",1,"Erika Obermeyer Flabbergast Cinsault 2016 0,75 l",2016,"0.75","Stellenbosch",0,"1 cm","1 cm","None"
33718,"2021-01-24 00:00:00",1,"Kalleske Shiraz Greenock 2007 0,75 l",2007,"0.75","Barossa Valley",90,"in","in","None"
33719,"2021-01-24 00:00:00",1,"Ruinart Dom Ruinart Blanc de Blancs Brut 1996 1,5 l",1996,"1.5","Champagne",93,"0","0,5 cm","None"
33720,"2021-01-24 00:00:00",1,"Sine Qua Non The Marauder Syrah 1999 0,75 l",1999,"0.75","Kalifornien, Napa Valley",95,"in","in","None"
33721,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1988 0,75 l",1988,"0.75","Champagne",93,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
33722,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1988 0,75 l",1988,"0.75","Champagne",93,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
33723,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",1990,"0.75","Champagne",96,"1 cm","1 cm, Etikett stark beschädigt, leicht verschmutzt, Kapsel stark beschädigt","None"
33724,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",1990,"0.75","Champagne",96,"1 cm","1 cm, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","None"
33725,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1992 0,75 l",1992,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
33726,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",1993,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
33727,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",1993,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
33728,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1995 0,75 l",1995,"0.75","Champagne",90,"1 cm","1 cm","1er OC"
33729,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Brut 1995 0,75 l",1995,"0.75","Champagne",90,"1 cm","1 cm","1er OC"
33730,"2021-04-18 00:00:00",1,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1990 0,75 l",1990,"0.75","Champagne",96,"1 cm","1 cm, Etikett beschädigt, Kapsel beschädigt","1er OC"
33731,"2021-11-14 00:00:00",1,"Chateau Le Pin Trilogie de Le Pin 2016 - 2017 - 2018 NV 0,75 l",2016,"0.75","Pomerol",0,"in","in","None"
33732,"2021-11-14 00:00:00",1,"Chateau Le Pin Trilogie de Le Pin 2016 - 2017 - 2018 NV 0,75 l",2016,"0.75","Pomerol",0,"in","in","None"
33733,"2021-11-14 00:00:00",NULL,"Chateau Le Pin Trilogie de Le Pin 2016 - 2017 - 2018 NV 0,75 l",2016,"0.75","Pomerol",0,"in","in","None"
33752,"2021-03-10 00:00:00",1,"Fattoria di Felsina Fontalloro 1999 3,0 l",1999,"3","Toskana",92,"in","in, Kapsel ganz leicht beschädigt","1er OHK"
33734,"2021-11-14 00:00:00",1,"Chateau Petrus 2017 0,75 l",2017,"0.75","Pomerol",98,"in","in, OHK mit Originalband verschlossen, Füllstand geschätzt","1er OHK"
33735,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 0,75 l",2018,"0.75","Pomerol",99,"in","in","6er OHK"
33736,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 0,75 l",2018,"0.75","Pomerol",99,"in","in","6er OHK"
33737,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 0,75 l",2018,"0.75","Pomerol",99,"in","in","6er OHK"
33738,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 0,75 l",2018,"0.75","Pomerol",99,"in","in","6er OHK"
33739,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 3,0 l",2018,"3","Pomerol",99,"in","in","1er OHK"
33740,"2021-11-14 00:00:00",1,"Chateau Trotanoy 2018 3,0 l",2018,"3","Pomerol",99,"in","in","1er OHK"
33741,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",2000,"0.75","Champagne",96,"1 cm","1 cm, Limited Edition mit Metall-Etikett","1er OC"
33742,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",2000,"0.75","Champagne",96,"1 cm","1 cm, Limited Edition mit Metall-Etikett","1er OC"
33743,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33744,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33745,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33746,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33747,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33748,"2021-06-20 00:00:00",1,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",2002,"0.75","Champagne",98,"1 cm","1 cm","1er OC"
33749,"2021-06-20 00:00:00",1,"Roederer, Louis Cristal Brut 2004 1,5 l",2004,"1.5","Champagne",97,"1 cm","1 cm","None"
33750,"2021-06-20 00:00:00",1,"Roederer, Louis Cristal Brut 2004 1,5 l",2004,"1.5","Champagne",97,"1 cm","1 cm","None"
33753,"2021-03-10 00:00:00",1,"Isole e Olena Cepparello 1999 1,5 l",1999,"1.5","Toskana",92,"in","in","None"
33754,"2021-03-10 00:00:00",1,"Isole e Olena Cepparello 2000 1,5 l",2000,"1.5","Toskana",0,"in","in","1er OHK"
33755,"2021-03-10 00:00:00",1,"Isole e Olena Cepparello 2001 1,5 l",2001,"1.5","Toskana",0,"in","in","None"
33756,"2021-03-10 00:00:00",1,"Isole e Olena Cepparello 2007 3,0 l",2007,"3","Toskana",96,"in","in","1er OHK"
33757,"2021-03-10 00:00:00",1,"Montevertine Le Pergole Torte 2001 1,5 l",2001,"1.5","Toskana",91,"in","in","1er OHK"
33758,"2021-03-10 00:00:00",1,"Montevertine Le Pergole Torte 2007 3,0 l",2007,"3","Toskana",99,"in","in","1er OHK"
33759,"2021-03-10 00:00:00",1,"Montevertine Le Pergole Torte 2009 1,5 l",2009,"1.5","Toskana",95,"in","in","1er OHK"
33760,"2021-03-10 00:00:00",1,"Montevertine Le Pergole Torte 2009 3,0 l",2009,"3","Toskana",95,"in","in, Kapsel beschädigt","1er OHK"
33761,"2021-08-22 00:00:00",1,"Chateau Petrus 2004 0,75 l",2004,"0.75","Pomerol",92,"in","in, Etikett beschädigt, niederländischer Importeur","lose"
33762,"2021-08-22 00:00:00",1,"Chateau l´Angelus 2004 0,75 l",2004,"0.75","Saint-Emilion, 1er Grand Cru Classe B",95,"in","in","12er OHK"
33763,"2021-08-22 00:00:00",1,"Chateau Le Tertre-Roteboeuf 2005 0,75 l",2005,"0.75","Saint-Emilion, Grand Cru",98,"in","in","lose"
33764,"2021-08-22 00:00:00",1,"Chateau Magdelaine 2000 0,75 l(3)",2000,"0.75","Saint-Emilion, 1er Grand Cru Classe B",92,"in","in, Etiketten leicht beschädigt, niederländischer Importeur","None"
33765,"2021-08-22 00:00:00",1,"Chateau Magdelaine 2003 0,75 l",2003,"0.75","Saint-Emilion, 1er Grand Cru Classe B",90,"in","in","12er OHK"
33766,"2021-08-22 00:00:00",1,"Chateau Pavie-Macquin 2003 0,75 l",2003,"0.75","Saint-Emilion, Grand Cru Classe",94,"in","in","12er OHK"
33767,"2021-08-22 00:00:00",1,"Chateau Troplong-Mondot 2003 0,75 l",2003,"0.75","Saint-Emilion, Grand Cru Classe",94,"in","in","12er OHK"
33768,"2021-08-22 00:00:00",1,"Couvent de Jacobins 2003 0,75 l",2003,"0.75","Saint-Emilion, Grand Cru Classe",0,"in","in","12er OHK"
33769,"2021-08-22 00:00:00",1,"Chateau Cos d´Estournel 2004 0,75 l",2004,"0.75","Saint-Estephe, 2e Cru Classe",92,"in","in","12er OHK"
33770,"2021-08-22 00:00:00",1,"Chateau Cos d´Estournel 2005 0,75 l",2005,"0.75","Saint-Estephe, 2e Cru Classe",98,"in","in","12er OHK"
33771,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33772,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33773,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33774,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33775,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33776,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33777,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm, Etikett ganz leicht verschmutzt","None"
33778,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33779,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","None"
33780,"2021-10-24 00:00:00",1,"Taittinger Comtes de Champagne Blanc de Blancs Brut Holz Box 2004 0,75 l",2004,"0.75","Champagne",96,"1 cm","1 cm","1er OHK"
33781,"2021-02-14 00:00:00",1,"Henschke Mount Edelstone Shiraz 1993 0,75 l",1993,"0.75","Eden Valley",94,"in","in, Etikett ganz leicht beschädigt","None"
33782,"2021-02-14 00:00:00",1,"Domaine Armand Rousseau Ruchottes Chambertin Clos des Ruchottes Grand Cru 1985 0,75 l",1985,"0.75","Cote de Nuits",98,"2 cm","2 cm","None"
33783,"2021-02-14 00:00:00",1,"Domaine Georges Lignier Clos St. Denis Grand Cru 1985 0,75 l",1985,"0.75","Cote de Nuits",90,"2 cm","2 cm, Etikett leicht beschädigt, ganz leicht verschmutzt","None"
33784,"2021-02-14 00:00:00",1,"Domaine Georges Lignier Morey St. Denis Clos des Ormes 1er Cru 1985 0,75 l(1)",1985,"0.75","Cote de Nuits",0,"3 cm","3 cm, Etikett beschädigt, verschmutzt","None"
33785,"2021-02-14 00:00:00",NULL,"Drouhin, Joseph Echezeaux Grand Cru 1983 0,75 l",1983,"0.75","Cote de Nuits",0,"3,5 cm","3,5 cm, Etikett ganz leicht beschädigt, verschmutzt","None"
33786,"2021-02-14 00:00:00",1,"Chateau Durfort Vivens 2003 0,75 l(3)",2003,"0.75","Margaux, 2e Cru Classe",0,"in","in","None"
33787,"2021-02-14 00:00:00",NULL,"Chateau Latour Les Forts de Latour, 2e vin de Latour 1976 0,75 l",1976,"0.75","Pauillac",0,"hs","hs, Etikett verschmutzt, Leimstreifen","None"
