"id","name","winepoints_signalled","packaging_signalled","vintage_signalled","bottlesize_signalled","origin_signalled","fill_level_signalled","state_signalled","min_price_signalled","max_price_signalled","sold","price","minimum_price","maximum_price"
35909,"Domaine Perrot-Minot Charmes Chambertin Vieilles Vignes Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","240","480"
35910,"Domaine Perrot-Minot Charmes Chambertin Vieilles Vignes Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35911,"Domaine Perrot-Minot Vosne Romanee Les Beaux Monts Vieilles Vignes 1er Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","480","960"
35912,"Le Moine, Lucien Bonnes Mares Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"260","210","420"
36239,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"130","110","220"
35913,"Le Moine, Lucien Chambertin Clos de Beze Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"280","270","540"
35914,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"650","650","1.3"
35915,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"710","650","1.3"
35916,"Oremus Tokaji Furmint Late Harvest 2000 0,375 l",NULL,NULL,1,1,1,1,1,1,1,1,"70","60","120"
35917,"Sine Qua Non Li'l E Grenache 2003 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"700","450","800"
35918,"Jadot, Louis Pommard Grands Epenots 1er Cru 1996 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"50","50","100"
35919,"Haart, Reinhold Piesporter Goldtröpfchen Riesling Kabinett 2007 0,75 l(3)",1,NULL,1,1,1,1,1,1,1,1,"160","80","160"
35920,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"405","385","765"
35921,"Heinrich, Gernot Salzberg 2013 1,5 l",1,1,1,1,1,1,1,1,1,1,"150","100","205"
35922,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 0,75 l",1,1,1,1,1,1,1,1,1,1,"710","300","600"
35923,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2016 0,75 l(1)",1,1,1,1,1,1,1,1,1,1,"260","130","260"
35924,"Krug Grande Cuvee Brut NV 0,75 l",1,NULL,NULL,1,1,1,1,1,1,1,"220","150","300"
35925,"Krug Vintage Brut 1985 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","500","900"
35926,"Krug Vintage Brut 1995 0,75 l",1,1,1,1,1,1,1,1,1,1,"270","230","460"
35927,"Chateau Batailley 2002 0,75 l",1,1,1,1,1,1,1,1,1,1,"345","275","550"
35928,"Heredia, Lopez Vina Tondonia 1954 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"165","95","190"
35929,"Weingut Fred Prinz Hallgartner Jungfer Riesling Spätlese Goldkapsel 2017 0,375 l(2)",NULL,NULL,1,1,1,1,1,1,1,1,"70","40","90"
35930,"Mumm Cuvee Rene Lalou Brut 1976 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"180","150","300"
35931,"Mumm Cuvee Rene Lalou Brut 1979 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"170","150","300"
35932,"Mumm Cuvee Rene Lalou Brut 1982 0,75 l",1,1,1,1,1,1,1,1,1,1,"145","135","270"
35933,"Mumm Cuvee Rene Lalou Brut 1985 0,75 l",1,1,1,1,1,1,1,1,1,1,"150","140","280"
35934,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosse Lage  2019 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","480","960"
35958,"Chateau Musar Chateau Musar red 1982 1,5 l",NULL,NULL,1,1,1,1,1,1,1,1,"270","260","520"
35935,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35936,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35937,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35938,"Gut Hermannsberg Schlossböckelheimer Felsenberg Riesling  Grosses Gewächs 2019 0,75 l",1,1,1,1,1,1,1,1,1,1,"300","300","600"
35939,"Weingut Emrich Schönleber Monzinger Frühlingsplätzchen Riesling Grosses Gewächs 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"420","420","840"
35940,"Weingut Dr. Bürklin-Wolf Wachenheimer Böhlig Riesling P.C. trocken 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35941,"Weingut Dr. Bürklin-Wolf Wachenheimer Gerümpel Riesling P.C. trocken 2019 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","240","480"
35942,"Champagne Deutz Hommage a William Deutz ""La Cote Glaciere"" 2015 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"120","120","240"
35943,"Champagne Deutz Hommage a William Deutz Meurtet 2012 0,75 l",1,1,1,1,1,1,1,1,1,1,"120","120","240"
35944,"Chateau Leoville Las Cases Clos du Marquis, 2e vin de Leoville Las Cases 1998 0,75 l(3)",1,1,1,1,1,1,1,1,1,1,"270","270","540"
35945,"Hobbs, Paul Cabernet Sauvignon 2013 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","150","300"
35946,"Staglin Family Vineyard Cabernet Sauvignon, 25th Anniversary Selection 2007 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"405","405","810"
35947,"Turley Cellars Black Sears Vineyard Zinfandel 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"300","300","600"
35948,"Turley Cellars Pringle Family Vineyard Zinfandel 1999 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"160","160","320"
35949,"Turley Cellars Rattlesnake Ridge Petite Syrah 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"195","195","390"
35950,"Burguet, Gilles Gevrey Chambertin Les Corvees 1991 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"40","30","60"
35951,"Chateau Mouton-Rothschild 1973 0,75 l(5)",NULL,1,1,1,1,1,1,1,1,1,"1.8","1.8","3.58"
35952,"Chateau Cap de Mourlin 1990 0,75 l(6)",NULL,NULL,1,1,1,1,1,1,1,1,"150","120","240"
35953,"Weingut Keller Cuvee Pinard Trockenbeerenauslese 2007 0,375 l",NULL,NULL,1,1,1,1,1,1,1,1,"100","90","180"
35954,"Chateau Musar Chateau Musar red 1969 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"210","210","420"
35955,"Chateau Musar Chateau Musar red 1978 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"185","115","230"
35956,"Chateau Musar Chateau Musar red 1980 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","200","400"
35957,"Chateau Musar Chateau Musar red 1982 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"115","115","230"
35960,"Chateau Musar Chateau Musar red 1985 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"120","120","240"
35961,"Chateau Musar Chateau Musar red 1986 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"140","100","200"
35962,"Chateau Musar Chateau Musar red 1988 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"150","150","300"
35963,"Chateau Musar Chateau Musar red 1989 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,1,"180","120","240"
35964,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"120","100","180"
35965,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"130","100","180"
35966,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"120","100","180"
35967,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"135","125","200"
35968,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"135","125","200"
35969,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"125","125","200"
35970,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"125","125","200"
35971,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"125","125","200"
35972,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"135","125","200"
35973,"Chateau Belgrave 1986 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,1,"170","140","290"
35974,"Domaine Ponsot Morey St. Denis Cuvee des Alouettes 1er Cru 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"540","540","1.08"
35975,"Domaine Ponsot Morey St. Denis Cuvee des Alouettes 1er Cru 2008 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"205","205","405"
35976,"Jadot, Louis Chambertin Clos de Beze Grand Cru 2006 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"350","350","700"
35977,"Serafin Pere et Fils Charmes Chambertin Grand Cru 1995 0,75 l(1)",1,NULL,1,1,1,1,1,1,1,1,"720","420","840"
35978,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"450","450","900"
35979,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"420","390","720"
35980,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2010 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"640","600","1.2"
35981,"Serafin Pere et Fils Gevrey Chambertin Les Cazetiers 1er Cru 2009 0,75 l(2)",1,NULL,1,1,1,1,1,1,1,1,"990","495","990"
35982,"Bonneau, Henri Chateauneuf-du-Pape Cuvee Marie Beurrier 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"160","100","200"
36140,"Deutz   Champagner Blanc de Blancs Brut 1976 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"230","90","180"
35983,"Bonneau, Henri Chateauneuf-du-Pape Cuvee Marie Beurrier 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"520","460","920"
35984,"Ducastaing Fine Armagnac X.O. Bernard VII Hors d'Age NV 0,7 l",NULL,NULL,NULL,1,1,1,1,1,1,1,"80","80","160"
35985,"Ruinart Dom Ruinart Blanc de Blancs Brut 2002 0,75 l",1,1,1,1,1,1,1,1,1,1,"155","125","250"
35986,"Roederer, Louis Cristal Brut 1983 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"220","200","400"
35987,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"50","50","100"
35988,"Chateau Mouton-Rothschild 1994 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"620","600","1.2"
35989,"Krohn Colheita Port 1989 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"215","195","390"
35990,"Dana Estates Hershey Vineyard Cabernet Sauvignon 2011 0,75 l",1,1,1,1,1,1,1,1,1,1,"225","225","450"
35991,"Clarendon Hills Merlot ""Brookman Vineyard"" 1998 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"300","300","600"
35992,"Olivers Taranga Vineyards Shiraz 2002 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"300","300","600"
35993,"Kalleske Grenache Old Vine 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"75","75","150"
35994,"Domaine Faiveley Chambertin Clos de Beze Grand Cru 2010 3,0 l",1,1,1,1,1,1,1,1,1,1,"900","900","1.8"
35995,"Domaine Faiveley Chambertin Clos de Beze Grand Cru 2015 3,0 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","1.2","2.4"
35996,"Domaine Faiveley Clos de Vougeot Grand Cru 2010 3,0 l",NULL,1,1,1,1,1,1,1,1,1,"450","450","900"
35997,"Domaine Faiveley Latricieres Chambertin Grand Cru 2008 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"220","220","320"
35998,"Domaine Faiveley Mazis-Chambertin Grand Cru 2009 3,0 l",1,1,1,1,1,1,1,1,1,1,"660","660","1.22"
35999,"Domaine Faiveley Mazis-Chambertin Grand Cru 2010 3,0 l",1,1,1,1,1,1,1,1,1,NULL,"0","720","1.44"
36000,"Prieur, Jacques Corton Charlemagne Grand Cru 2009 1,5 l",NULL,1,1,1,1,1,1,1,1,1,"500","490","980"
36001,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"360","360","720"
36002,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 1,5 l",NULL,1,1,1,1,1,1,1,1,1,"360","360","720"
36003,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 1,5 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","360","720"
36004,"Domaine Denis Mortet Gevrey Chambertin Village 2010 0,75 l(4)",1,NULL,1,1,1,1,1,1,1,1,"640","540","960"
36005,"Domaine Perrot-Minot Chambolle Musigny Vieilles Vignes Village 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"140","80","160"
36006,"Domaine Perrot-Minot Chambolle Musigny Vieilles Vignes Village 2010 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"140","80","160"
36007,"Domaine Perrot-Minot Morey St. Denis ""La Rue de Vergy"" 2010 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,1,"150","70","140"
36008,"Domaine Perrot-Minot Vosne Romanee Champs Perdrix Vieilles Vignes 1er Cru 2010 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"260","180","360"
36009,"Domaine Sylvain Pataille Marsannay L' Ancestrale 2009 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"180","150","300"
36010,"Domaine Sylvain Pataille Marsannay L' Ancestrale 2010 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"180","150","300"
36011,"Esmonin, Frederic Griottes Chambertin Grand Cru 1999 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","380","760"
36012,"Chateau de Beaucastel Chateauneuf-du-Pape 1995 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"95","65","130"
36013,"Chateau Rayas Fonsalette Cotes du Rhone Reserve 1989 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"640","450","900"
36014,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1996 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"670","510","1.02"
36015,"Chateau Lafite-Rothschild 1993 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"520","410","820"
36016,"Chateau Lafite-Rothschild 1995 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"680","520","1.04"
36017,"Chateau Lafite-Rothschild 1997 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"560","400","800"
36018,"Chateau Lafite-Rothschild 1997 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"500","400","800"
36019,"Chateau Lynch-Bages 1982 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"400","280","560"
36020,"Chateau Mouton-Rothschild 1964 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","320","640"
36021,"Chateau Mouton-Rothschild 1978 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"210","180","360"
36022,"Chateau Mouton-Rothschild 1982 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"950","950","1.9"
36023,"Chateau Mouton-Rothschild 1996 0,75 l",1,1,1,1,1,1,1,1,1,1,"3.15","2.45","4.9"
36024,"NWAO (Nationale Union des Weinbaus) Massandra Madeira - 83 1932 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"240","240","480"
36025,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,1,1,1,1,1,1,1,"190","150","300"
36026,"Chateau Montrose 1982 0,75 l",1,1,1,1,1,1,1,1,1,1,"210","140","280"
36027,"Moet & Chandon Dom Perignon Brut 1999 0,75 l",1,1,1,1,1,1,1,1,1,1,"160","120","240"
36028,"Domaine Jean Marie Fourrier Griotte Chambertin Vieilles Vignes Grand Cru 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"450","450","900"
36029,"Steinmetz, Günther Brauneberger Mandelgraben Riesling Eiswein 2018 0,5 l",NULL,NULL,1,1,1,1,1,1,1,1,"75","45","90"
36030,"Dönnhoff Niederhäuser Hermannshöhle Riesling Auslese 2005 0,375 l",NULL,NULL,1,1,1,1,1,1,1,1,"105","75","150"
36031,"Dönnhoff Niederhäuser Hermannshöhle Riesling Auslese Goldkapsel 2009 0,375 l(1)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","85","170"
36032,"Weingut Lötzbeyer Feilbingerter Königsgarten Ruländer Eiswein 1994 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","105","210"
36033,"Agrapart & Fils Viticulteurs Champagner Millesime Blanc de Blancs Avizoise Grand Cru Extra Brut 2005 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"120","60","120"
36034,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"460","390","780"
36035,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"460","390","780"
36036,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"470","390","780"
36037,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"390","390","780"
36038,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"390","390","780"
36039,"Chateau Latour 1991 0,75 l",1,1,1,1,1,1,1,1,1,1,"3.7","3.6","7.2"
36040,"Chateau Mouton-Rothschild 1967 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"200","200","400"
36041,"Chateau Mouton-Rothschild 1968 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"350","350","700"
36042,"Chateau Mouton-Rothschild 1969 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"270","270","540"
36043,"Chateau Mouton-Rothschild 1970 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"200","200","400"
36044,"Chateau Haut-Bailly 1990 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"1.2","1.2","2.4"
36045,"Chateau Haut-Bailly 1994 0,75 l",1,1,1,1,1,1,1,1,1,1,"480","480","960"
36046,"Chateau Haut-Brion 1976 1,5 l",NULL,NULL,1,1,1,1,1,1,1,1,"490","450","900"
36047,"Chateau Haut-Brion 1976 1,5 l",NULL,1,1,1,1,1,1,1,1,1,"620","450","900"
36048,"Chateau Haut-Brion 1976 1,5 l",NULL,1,1,1,1,1,1,1,1,1,"540","450","900"
36049,"Chateau Haut-Brion 1976 1,5 l",NULL,1,1,1,1,1,1,1,1,1,"540","450","900"
36050,"Chateau Haut-Brion 1993 0,75 l",1,1,1,1,1,1,1,1,1,1,"3.8","3","6"
36051,"Chateau Haut-Brion 1999 0,75 l",1,1,1,1,1,1,1,1,1,1,"4.3","3.6","7.2"
36052,"Chateau Malartic-Lagravière Chateau Malartic-Lagravière rouge 1985 0,75 l(4)",NULL,NULL,1,1,1,1,1,1,1,1,"180","180","330"
36053,"Chateau Clos Rene 1978 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"120","120","240"
36054,"Weingut Keller Riesling G-Max 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"1.05","1","2"
36055,"Chateau Lafite-Rothschild 1980 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"410","350","700"
36056,"Wine and Soul Pintas 2005 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"190","120","240"
36057,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","160","320"
36058,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","160","320"
36059,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","160","320"
38104,"Weingut Müller-Catoir Haardt Weissburgunder 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"70","60","120"
36060,"Chateau La Lagune 1923 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"155","85","165"
36061,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"165","165","330"
36062,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2014 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","170","340"
36063,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2018 0,75 l",1,1,1,1,1,1,1,1,1,1,"130","90","180"
36064,"Chateau Ducru-Beaucaillou 1970 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"140","120","240"
36065,"Graham´s Vintage Port 2000 0,75 l(1)",1,NULL,1,1,1,1,1,1,1,1,"220","100","200"
36066,"Weingut Dr. von Bassermann-Jordan Forster Kirchenstück Riesling Grosses Gewächs 2007 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"70","50","100"
36067,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"200","200","400"
36068,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2014 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"140","140","280"
36069,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2016 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"490","480","960"
36070,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2016 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,1,"230","220","440"
36071,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2017 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"220","180","360"
36072,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"340","210","420"
36073,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"340","210","420"
36074,"Le Moine, Lucien Mazis-Chambertin Grand Cru 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"205","145","290"
36075,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2005 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","270","540"
36076,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","500","1"
36077,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","500","1"
36078,"Torres, Miguel Mas La Plana Cabernet Sauvignon 2003 0,75 l",1,1,1,1,1,1,1,1,1,1,"220","150","300"
36079,"Domaine Ramonet Batard Montrachet Grand Cru 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","430","860"
36080,"Domaine Ramonet Batard Montrachet Grand Cru 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"540","520","1.04"
36081,"Domaine Ramonet Batard Montrachet Grand Cru 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"540","520","1.04"
36082,"Domaine Ramonet Batard Montrachet Grand Cru 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"520","520","1.04"
36083,"Domaine Ramonet Batard Montrachet Grand Cru 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"480","420","840"
36084,"Pichler, F.X. ""Unendlich"" Riesling Smaragd 2016 0,75 l",1,1,1,1,1,1,1,1,1,1,"190","120","240"
36085,"Sine Qua Non Mr. K Chardonnay The Noble man 2003 0,375 l",1,1,1,1,1,1,1,1,1,1,"80","50","100"
36086,"Chateau Petrus 1988 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"3.325","2.925","5.85"
36087,"Proidl Senftenberger Pellingen Grüner Veltliner Auslese lieblich 1997 0,5 l(3)",NULL,NULL,1,1,1,1,1,1,1,1,"65","35","70"
36088,"Clarendon Hills Astralis 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"150","140","280"
36089,"Clarendon Hills Astralis 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"150","140","280"
36090,"Clarendon Hills Astralis 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"150","140","280"
36091,"Chateau Beausejour 1952 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"120","120","240"
36092,"Chateau Beausejour 1952 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","120","240"
36093,"Castello di Ama Vigna l´ Apparita 1997 0,75 l",1,1,1,1,1,1,1,1,1,1,"500","500","1"
36094,"Hobbs Shiraz - Viognier 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"105","105","210"
36095,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","60","120"
36096,"Chateau Lafleur 1975 0,75 l",1,1,1,1,1,1,1,1,1,1,"1.25","1.2","2.4"
36097,"Burlotto Barolo Vigneto Cannubi 2011 0,75 l",1,1,1,1,1,1,1,1,1,1,"120","90","180"
36098,"Les Cailloux (Lucien et Andre Brunel) Chateauneuf-du-Pape 2010 0,75 l",1,1,1,1,1,1,1,1,1,1,"165","75","150"
36099,"Chateau Le Pin 1991 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"1.16","1.11","2.22"
36100,"Raymond Vineyard Cabernet Sauvignon Reserve 1998 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","210","420"
36101,"Weingut Fred Prinz Hallgartner Jungfer Riesling Spätlese Goldkapsel 2017 0,375 l",NULL,NULL,1,1,1,1,1,1,1,1,"100","60","150"
36102,"Chateau Cantemerle 1995 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"40","20","40"
36103,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","60","120"
36104,"Domaine Vincent et Francois Jouard Chassagne Montrachet Clos de la Maltroie Vieilles Vignes 1er Cru 2019 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","450","900"
36105,"Domaine Vincent et Francois Jouard Chassagne Montrachet Les Champs Gains Vieilles Vignes 1er Cru 2019 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","450","900"
36106,"Domaine Vincent et Francois Jouard Chassagne-Montrachet Chaumees Clos de la Truffiere Vieilles Vignes 1er Cru 2019 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","510","1.02"
36107,"Domaine Vincent et Francois Jouard Chassagne-Montrachet Les Chenevottes Vieilles Vignes  1er Cru 2019 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","480","960"
