"id","name","winepoints_signalled","sold","winepoints"
45181,"Weingut Nelles Nelles Spätburgunder B48 trocken 1997 0,75 l(1)",NULL,1,0
45182,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Trockenbeerenauslese Cabinetkeller 2011 0,75 l",1,NULL,91
45183,"Chateau Latour 1966 0,75 l",1,1,96
45184,"Chateau Lafite-Rothschild 1974 0,75 l",NULL,1,0
45185,"Chateau Gruaud-Larose 1970 0,75 l",NULL,1,0
45186,"Deux Freres Liberte Cabernet Sauvignon 2012 0,75 l",NULL,NULL,0
45188,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2013 1,5 l",1,1,96
45189,"Erika Obermeyer Cabernet-Sauvignon 2017 0,75 l",NULL,NULL,0
45190,"Mellasat White Pinotage 2019 0,75 l",NULL,1,0
45191,"Openwines Winery Akkura Muskateller 2019 0,75 l",NULL,NULL,0
45192,"Azienda Nicola di Sipio Colline Teatine Blanco 2016 0,75 l",NULL,1,0
45193,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,NULL,0
45194,"Gantenbein Pinot Blanc Auslese 2001 0,75 l",NULL,NULL,0
45195,"Caymus Cabernet Sauvignon Special Selection 2010 0,75 l",1,1,98
45196,"Gantenbein Pinot Blanc Auslese 2001 0,75 l",NULL,NULL,0
45197,"Gantenbein Riesling Auslese 2004 0,75 l",NULL,NULL,0
45198,"Chateau Laville-Haut-Brion Chateau Laville-Haut-Brion blanc 1962 0,75 l",NULL,1,0
45199,"Vaille, Laurent Domaine de la Grange des Peres rouge 2007 0,75 l",1,1,94
45200,"Vaille, Laurent Domaine de la Grange des Peres rouge 2008 0,75 l",1,1,92
45201,"Vaille, Laurent Domaine de la Grange des Peres rouge 2009 0,75 l",NULL,1,0
45202,"Vaille, Laurent Domaine de la Grange des Peres rouge 2010 0,75 l",1,1,93
45203,"Vaille, Laurent Domaine de la Grange des Peres rouge 2011 0,75 l",1,1,92
45204,"Vaille, Laurent Domaine de la Grange des Peres rouge 2012 0,75 l",1,1,91
45205,"Vaille, Laurent Domaine de la Grange des Peres rouge 2013 0,75 l",1,1,91
45206,"Vaille, Laurent Domaine de la Grange des Peres rouge 2014 0,75 l",NULL,1,0
45207,"Chateau Grand-Puy-Lacoste 2008 0,75 l(1)",NULL,1,0
45208,"Chateau Pape-Clement Chateau Pape-Clement blanc 2006 0,75 l",1,1,98
45209,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2017 1,5 l",1,1,97
45210,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2017 1,5 l",1,NULL,97
45211,"Strydom Rock Star Syrah 2014 0,75 l",NULL,1,0
45212,"Druk-My-Niet Syrah Mirus 2016 1,5 l",NULL,1,0
45213,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Reserve Grosse Lage 2016 0,75 l",1,NULL,95
45214,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2017 0,75 l",1,NULL,91
45215,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2017 0,75 l",1,NULL,93
45216,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2019 1,5 l",1,NULL,93
45217,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2019 1,5 l",1,NULL,93
45218,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 1,5 l",1,NULL,93
45219,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,0
45220,"Chateau Haut-Brion 1983 0,75 l",NULL,1,0
45221,"Chateau l´Eglise-Clinet La Petite Eglise, 2e vin de l´Eglise-Clinet 2006 0,75 l(1)",1,1,95
45222,"Graf von Neipperg S.E. Merlot 2012 0,75 l",NULL,1,0
45223,"Graf von Neipperg S.E. Syrah 2015 0,75 l",NULL,1,0
45224,"Hugel Gewürztraminer Selection de Grains Nobles 1989 0,75 l",NULL,NULL,0
45225,"Bischöfliche Weingüter Trier Hohe Domkirche Scharzhofberger Riesling Eiswein Beerenauslese 1973 0,75 l(1)",NULL,1,0
45226,"Ornellaia 1990 0,75 l",1,1,92
45227,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,NULL,0
45228,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,NULL,0
45229,"Alzinger, Leo Höhereck Riesling Smaragd 2020 0,75 l",NULL,1,0
45230,"Gantenbein Pinot Blanc Auslese 2001 0,75 l",NULL,NULL,0
45231,"Gessinger Zeltinger Sonnenuhr Riesling Auslese*** 2012 0,375 l(4)",NULL,1,0
45232,"Weingut Klostermühle  Ockfener Bockstein Riesling Beerenauslese 1989 0,75 l(2)",NULL,1,0
45233,"Gantenbein Riesling Auslese 2004 0,75 l",NULL,NULL,0
45234,"Magnien, Frederic Clos de Vougeot Grand Cru 2005 0,75 l(3)",NULL,1,0
45235,"Prüm, S.A. Wehlener Sonnenuhr Riesling Spätlese Faß Nr. 15 1998 0,75 l(7)",NULL,1,0
45236,"Fattoria di Felsina Fontalloro 1990 0,75 l",1,1,91
45237,"Chateau Kirwan 1998 0,75 l",1,1,90
45238,"Staatsweingüter Kloster Eberbach Steinberger Riesling Spätlese Versteigerungswein  1998 0,75 l",NULL,1,0
45239,"Domaine Faiveley Mazis-Chambertin Grand Cru 1987 0,75 l",NULL,1,0
45240,"Domaine Lamarche La Grande Rue Grand Cru 1996 0,75 l",NULL,1,0
45241,"Mugneret, Denis Richebourg Grand Cru 1995 0,75 l",NULL,NULL,0
45242,"Chateau Cheval Blanc 1985 0,75 l",1,1,95
45243,"Cantina della Porta Rossa Barolo Riserva Speciale 1979 0,75 l",NULL,1,0
45244,"Chateau Kirwan 1985 0,75 l",1,1,90
45245,"Chateau Latour 1980 0,75 l",NULL,1,0
45246,"Chateau Latour 1980 0,75 l",NULL,1,0
45247,"Chateau Mouton-Rothschild 1979 0,75 l",1,1,96
45248,"Chateau Mouton-Rothschild 1979 0,75 l",1,1,96
45249,"Weingut Egon Müller Scharzhofberger Riesling Auslese Goldkapsel 2005 0,75 l",1,1,92
45250,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,NULL,0
45251,"Domaine Etienne Sauzet Le Montrachet Grand Cru 2006 0,75 l",NULL,1,0
45252,"Domaine Ramonet Bienvenues Batard Montrachet Grand Cru 2009 0,75 l",NULL,1,0
45253,"Domaine Dujac Charmes Chambertin Grand Cru 2008 0,75 l",1,1,92
45254,"Harlan Estate Proprietary Red 1995 0,75 l",1,1,99
45255,"Niepoort Colheita Port 1952 0,75 l",NULL,NULL,0
45256,"Chateau d'Aiguilhe Seigneur d'Aiguilhe, 2e vin de d'Aiguilhe 2004 1,5 l(1)",NULL,1,0
45257,"Chateau Kirwan 2002 0,75 l",NULL,1,0
45258,"Chateau Bonalgue 2011 0,75 l",NULL,NULL,0
45259,"Chateau Mouton-Rothschild 1970 0,75 l",1,1,93
45260,"Chateau Mouton-Rothschild 1971 0,75 l",NULL,1,0
45261,"Chateau Mouton-Rothschild 1972 0,75 l",NULL,1,0
45262,"Chateau Mouton-Rothschild 1973 0,75 l",NULL,1,0
45263,"Chateau Mouton-Rothschild 1974 0,75 l",NULL,1,0
45264,"Chateau Mouton-Rothschild 1975 0,75 l",1,1,90
45265,"Chateau Mouton-Rothschild 1976 0,75 l",NULL,1,0
45266,"Chateau Mouton-Rothschild 1977 0,75 l",NULL,1,0
45267,"Chateau Mouton-Rothschild 1978 0,75 l",1,1,92
45268,"Chateau Mouton-Rothschild 1979 0,75 l",1,1,96
45269,"Alzinger, Leo Ried Hollerin Riesling Smaragd 2020 0,75 l",1,1,96
45270,"Alzinger, Leo Ried Liebenberg Grüner Veltliner Smaragd 2020 0,75 l",1,NULL,96
45273,"Alzinger, Leo Ried Loibenberg Riesling Smaragd 2020 0,75 l",1,NULL,96
45274,"Alzinger, Leo Ried Loibenberg Riesling Smaragd 2020 0,75 l",1,NULL,96
45275,"Alzinger, Leo Ried Steinertal Grüner Veltliner Smaragd 2020 0,75 l",1,1,97
45276,"Alzinger, Leo Ried Steinertal Grüner Veltliner Smaragd 2020 0,75 l",1,NULL,97
45277,"Pichler, F.X. Grüner Veltliner M Smaragd 2019 0,75 l",1,1,96
45278,"Pichler, F.X. Grüner Veltliner M Smaragd 2019 0,75 l",1,1,96
45279,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2014 0,75 l",1,NULL,93
45280,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2016 0,75 l",1,1,93
45281,"Openwines Winery Akkura Muskateller 2019 0,75 l",NULL,NULL,0
45282,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Trockenbeerenauslese 1989 0,75 l",NULL,1,0
45283,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Trockenbeerenauslese Cabinetkeller 2011 0,75 l",1,NULL,91
45284,"Domaine Zind-Humbrecht Pinot Gris Clos Windsbuhl 2007 0,75 l",1,1,91
45285,"Weingut Nelles Pinot Noir 2009 0,75 l(5)",NULL,1,0
45286,"Marklew Sauvignon Blanc 2020 0,75 l",NULL,NULL,0
45287,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Trockenbeerenauslese Cabinetkeller 2011 0,375 l",1,1,91
45288,"Marklew Sauvignon Blanc 2020 0,75 l",NULL,NULL,0
45289,"Gantenbein Riesling Auslese 2004 0,75 l",NULL,NULL,0
45290,"Azienda Nicola di Sipio Cerasuolo d´Abruzzo Rosé 2016 1,5 l",NULL,1,0
45291,"Erika Obermeyer Cabernet-Sauvignon 2017 0,75 l",NULL,NULL,0
45292,"Gantenbein Pinot Blanc Auslese 2001 0,75 l",NULL,NULL,0
45293,"Elderton Command Single Vineyard Shiraz 1992 0,75 l",1,1,94
45294,"Henschke Cabernet Sauvignon ""Cyril Henschke"" 1987 0,75 l(1)",NULL,1,0
45295,"Marklew Sauvignon Blanc 2020 0,75 l",NULL,NULL,0
45296,"Chateau Cissac 1989 0,75 l(3)",1,NULL,90
45297,"Azienda Nicola di Sipio Colline Teatine Blanco 2016 0,75 l",NULL,1,0
45298,"Druk-My-Niet C68 Chenin Blanc 2020 0,75 l",NULL,1,0
45352,"Chateau La Fleur 2011 0,75 l",NULL,1,0
45299,"Chateau Clinet 2008 0,75 l(1)",1,1,94
45300,"Chateau La Fleur de Gay 2008 0,75 l(1)",1,1,95
45301,"Chateau Le Gay 2005 1,5 l",1,1,95
45302,"Chateau Ausone La Chapelle, 2e vin de Ausone 2008 0,75 l",1,1,91
45303,"Chateau Ausone La Chapelle, 2e vin de Ausone 2009 1,5 l",1,1,92
45304,"Chateau Canon-La-Gaffeliere 2005 1,5 l",1,1,94
45305,"Chateau Figeac 2009 1,5 l",1,1,94
45306,"Chateau Monbousquet 2005 0,75 l",1,1,94
45309,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 1,5 l",1,NULL,93
45310,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 3,0 l",1,NULL,93
45311,"Baron de Sigognac Bas Armagnac  1940 0,7 l",NULL,NULL,0
45312,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",NULL,1,0
45313,"Domaine Faiveley Nuits Saint Georges Les Saint Georges 1er Cru 2003 0,75 l",NULL,1,0
45314,"Weingut Dr. Heger Ihringer Winklerberg Rappenecker Weissburgunder Grosses Gewächs   2017 0,75 l(1)",1,1,91
45316,"Domaine Meo-Camuzet Vosne Romanee Les Chaumes 1er Cru 2007 0,75 l",NULL,1,0
45317,"Strydom Rock Star Syrah 2014 0,75 l",NULL,1,0
45318,"Chateau Lafite-Rothschild Moulin de Carruades, 2e Vin de Lafite-Rothschild 1982 0,75 l",NULL,NULL,0
45319,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,NULL,0
45320,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,NULL,0
45321,"Mondavi/Rothschild Opus One 1987 0,75 l",1,1,96
45322,"Mondavi/Rothschild Opus One 1990 0,75 l",1,1,93
45323,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45324,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45325,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45326,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45327,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45328,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45329,"Weil, Robert Kiedricher Gräfenberg Riesling Erstes Gewächs 2012 0,75 l",NULL,1,0
45330,"Weingut Klostermühle  Ockfener Bockstein Riesling Eiswein 2001 0,5 l(3)",NULL,1,0
45331,"Staatsweingüter Kloster Eberbach Assmannshäuser Höllenberg Spätburgunder  Großes Gewächs Cabinettkeller 2013 0,75 l",NULL,1,0
45332,"Weingut Maximin Grünhaus (von Schubert) Maximin Grünhäuser Abtsberg Riesling Grosses Gewächs 2017 0,75 l(3)",NULL,1,0
45333,"Staatsweingüter Kloster Eberbach Assmannshäuser Höllenberg Spätburgunder  Großes Gewächs Cabinettkeller 2013 0,75 l",NULL,1,0
45334,"Clüsserath-Eifel Leiwener Laurentiuslay Riesling SpätleseVersteigerungswein Bernkasteler Ring 2011 0,75 l",NULL,1,0
45335,"Ornellaia 1998 0,75 l",1,1,96
45336,"Deux Freres Liberte Cabernet Sauvignon 2012 0,75 l",NULL,1,0
45337,"Staatsweingüter Kloster Eberbach Rauenthaler Baiken Riesling Trockenbeerenauslese Cabinetkeller 2011 0,375 l",1,1,91
45338,"Mondavi Cabernet Sauvignon 1999 0,75 l",NULL,1,0
45339,"Chateau Ducru-Beaucaillou 1985 0,75 l(1)",1,1,92
45340,"Chateau Gruaud-Larose 1982 0,75 l",1,1,98
45341,"Chateau Gruaud-Larose 1982 0,75 l",1,1,98
45342,"Chateau Leoville Las Cases Clos du Marquis, 2e vin de Leoville Las Cases 1986 0,75 l",NULL,1,0
45343,"Vina Cobos Marchiori Vineyard Malbec 2015 0,75 l",1,1,92
45344,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,91
45345,"Chateau Lynch-Bages 1989 0,75 l(1)",1,1,95
45346,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
45347,"Chateau Gazin 2009 0,75 l(1)",1,1,93
45348,"Barry, Jim The Armagh 1996 0,75 l",1,1,94
45349,"Chateau La Cheze  Chateau La Cheze  Premieres Cotes de Bordeaux 2005 0,75 l",NULL,1,0
45350,"Chateau Beau Sejour-Becot 2001 0,75 l",1,1,90
45351,"Chateau Canon-La-Gaffeliere 2001 0,75 l(1)",1,1,92
45353,"Nardi, Silvio Brunello di Montalcino 1988 0,75 l(2)",1,1,90
45354,"Biondi Santi-Il Greppo Brunello di Montalcino Riserva 1971 0,75 l",NULL,NULL,0
45355,"Chateau Latour 1993 0,75 l",1,1,90
45356,"Chateau Rayas Chateauneuf-du-Pape Reserve 2007 0,75 l",1,1,95
45357,"Neyret-Gachet Chateau Grillet 1992 0,75 l",NULL,1,0
45358,"Chateau Pavie 1977 1,5 l",NULL,NULL,0
45360,"Chateau Mouton-Rothschild 1983 0,75 l",1,1,96
45361,"Chateau Mouton-Rothschild 1984 0,75 l",NULL,1,0
45362,"Chateau Mouton-Rothschild 1985 0,75 l",1,1,90
45364,"Chateau Mouton-Rothschild 1987 0,75 l",NULL,1,0
45365,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
45366,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
45367,"Chateau Mouton-Rothschild 1990 0,75 l",1,1,90
45368,"Chateau Mouton-Rothschild 1991 0,75 l",NULL,1,0
45369,"Pichler, F.X. Loibner Loibenberg Riesling Smaragd 2018 0,75 l",1,1,92
45370,"Pichler, F.X. Loibner Steinertal Riesling Smaragd 2015 0,75 l",1,1,91
45371,"Pichler, F.X. Loibner Steinertal Riesling Smaragd 2015 0,75 l",1,NULL,91
45372,"Pichler, F.X. Ried Liebenberg Grüner Veltliner Smaragd 2018 0,75 l",1,1,92
45373,"Pichler, F.X. Ried Liebenberg Grüner Veltliner Smaragd 2018 0,75 l",1,1,92
45374,"Pichler, F.X. Ried Loibenberg Grüner Veltliner Smaragd 2019 0,75 l",1,1,95
45375,"Pichler, F.X. Ried Loibenberg Grüner Veltliner Smaragd 2019 0,75 l",1,1,95
45376,"Cliff Lede Vineyards Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2018 0,75 l",1,1,98
45377,"Moet & Chandon Dom Perignon Rosé Bjork and Chris Cunningham Edition Brut 2004 0,75 l",NULL,1,0
45378,"Moet & Chandon Dom Perignon Rosé Bjork and Chris Cunningham Edition Brut 2004 0,75 l",NULL,1,0
45379,"Chateau Lafleur Pensees de Lafleur, 2e Vin de Lafleur 1994 0,75 l",NULL,NULL,0
45380,"Chateau Latour a Pomerol 2009 0,75 l(8)",1,1,92
45381,"Reichsgraf von Kesselstatt Piesporter Domherr Riesling Auslese 1976 0,75 l",NULL,NULL,0
45382,"Pichler, F.X. Loibner Loibenberg Riesling Smaragd 2018 0,75 l",1,1,92
45383,"Kay Brothers Amery Vineyards Hillside Shiraz 2003 0,75 l",NULL,NULL,0
45384,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,NULL,0
45385,"Domaine Leroy Latricieres Chambertin Grand Cru 1994 0,75 l",NULL,1,0
45386,"Chateau Grand-Puy-Lacoste 2000 1,5 l",1,1,95
45387,"Chateau Pichon Longueville Comtesse de Lalande 2001 0,75 l",1,1,93
45388,"Chateau Figeac 2001 0,75 l",1,1,93
45389,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2019 0,75 l",NULL,1,0
45390,"Weingut Keller Silvaner Feuervogel trocken 2020 0,75 l",NULL,1,0
45391,"Erika Obermeyer Flabbergast Cinsault 2016 0,75 l",NULL,NULL,0
45392,"Gantenbein Riesling Auslese 2003 0,75 l",NULL,NULL,0
45393,"Jakob´s Vineyard Cabernet-Sauvignon 2016 0,75 l",NULL,1,0
45395,"Erika Obermeyer Cabernet-Sauvignon 2017 0,75 l",NULL,1,0
45396,"Erika Obermeyer Cabernet-Sauvignon 2017 0,75 l",NULL,NULL,0
45397,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2019 0,75 l",NULL,1,0
45398,"Azienda Nicola di Sipio Colline Teatine Blanco 2016 1,5 l",NULL,1,0
45636,"Deux Freres Fraternite Shiraz - Mourvedre 2013 0,75 l",NULL,1,0
45402,"Chateau Pavie 2008 0,75 l",1,1,94
45403,"Chateau Pavie Decesse 2005 1,5 l",1,1,95
45405,"Chateau Cos d´Estournel 2002 0,75 l(1)",1,1,94
45406,"Chateau Montrose 2008 0,75 l",1,1,94
45407,"Chateau Gruaud-Larose 2005 1,5 l",1,1,90
45408,"Chateau Leoville Las Cases 2006 3,0 l",1,1,96
45409,"Chateau Lafite-Rothschild Moulin de Carruades, 2e Vin de Lafite-Rothschild 1982 0,75 l",NULL,NULL,0
45410,"Chateau La Conseillante 1993 0,75 l",NULL,1,0
45411,"Vieux Chateau Certan 1981 0,75 l",NULL,1,0
45412,"Biondi Santi-Il Greppo Brunello di Montalcino Riserva 1971 0,75 l",NULL,NULL,0
45413,"Pato, Luis Quinta do Ribeirinho tinto 1995 0,75 l",1,NULL,91
45414,"La Rioja Alta Gran Reserva 904 1973 0,75 l(1)",NULL,1,0
45415,"La Rioja Alta Gran Reserva 904 1985 0,75 l",1,1,90
45416,"Marklew Chardonnay 2014 0,75 l",NULL,1,0
45417,"Chateau de Camensac 1982 0,75 l",NULL,1,0
45418,"Chateau Gruaud-Larose 1982 0,75 l",1,1,98
45419,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45420,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45421,"Mondavi Cabernet Sauvignon Reserve 1988 0,75 l",NULL,1,0
45422,"Mondavi Cabernet Sauvignon Reserve 1988 0,75 l",NULL,NULL,0
45423,"Mondavi Cabernet Sauvignon Reserve 1989 0,75 l",NULL,NULL,0
45424,"Moueix, Chr./John Daniel Society Dominus 1984 0,75 l",1,1,92
45451,"Moueix, Chr./John Daniel Society Dominus 1991 0,75 l",1,1,99
45425,"Moueix, Chr./John Daniel Society Dominus 1986 0,75 l",1,1,93
45426,"Moueix, Chr./John Daniel Society Dominus 1989 0,75 l",1,1,92
45427,"Moueix, Chr./John Daniel Society Dominus 1990 0,75 l",1,1,98
45428,"Kracher Chardonnay Nr. 12 Nouvelle Vague Trockenbeerenauslese 2008 0,375 l",1,1,97
45429,"Shafer Vineyards Chardonnay Carneros ""Red Shoulder Ranch"" 2011 0,75 l",1,1,90
45430,"Weingut Meyer-Näkel Pfarrwingert Spätburgunder Grosses Gewächs 2014 0,75 l",NULL,1,0
45431,"Gantenbein Riesling Auslese 2003 0,75 l",NULL,NULL,0
45432,"Biondi Santi-Il Greppo Brunello di Montalcino Riserva 1967 0,75 l",NULL,1,0
45433,"Alzinger, Leo Loibner Loibenberg Riesling Smaragd 2020 0,75 l",1,1,97
45434,"Baron de Lustrac Armagnac 1951 0,7 l",NULL,NULL,0
45435,"Alzinger, Leo Loibner Steinertal Grüner Veltliner Smaragd 2020 0,75 l",NULL,1,0
45436,"Veuve Clicquot Ponsardin Sec Gout American NV 0,75 l",NULL,1,0
45437,"Confuron, Jean Jacques Romanee Saint Vivant Grand Cru 1996 0,75 l",1,NULL,94
45438,"Lageder, Alois Cabernet Löwengang 1989 0,75 l",NULL,1,0
45439,"Rosemount Shiraz Balmoral 1993 0,75 l(3)",NULL,1,0
45440,"Concha Y Toro Vina Almaviva 1997 0,75 l",1,1,93
45441,"Bollinger Vintage R.D. Extra Brut 1979 0,75 l",1,1,94
45442,"Taittinger Taittinger Collection Imai 1988 0,75 l",1,1,94
45443,"Taittinger Taittinger Collection Lichtenstein 1985 0,75 l",NULL,1,0
45444,"Castello di Ama Vigna l´ Apparita 1996 0,75 l",1,1,92
45445,"Openwines Winery Akkura Muscat 2019 0,75 l",NULL,1,0
45446,"Domaine Durieu Chateauneuf-du-Pape Cuvee Lucile Avril 2007 0,75 l",1,1,95
45447,"Chateau Mouton-Rothschild 1964 0,75 l",NULL,1,0
45448,"Weber, Johannes und Erich Krettnacher Ober Schäfershaus Riesling Spätlese trocken 2019 0,75 l",NULL,1,0
45449,"Graham´s Vintage Port 1977 1,5 l",1,1,93
45450,"Bodegas Vega Sicilia Unico Gran Reserva 2000 0,75 l",1,1,93
45637,"Deux Freres Fraternite Shiraz - Mourvedre 2013 0,75 l",NULL,1,0
45453,"Chateau Lafite-Rothschild 1970 0,75 l",NULL,1,0
45454,"Fratelli Alessandria Barolo Monvigliero 2010 0,75 l",1,1,96
45455,"Fratelli Alessandria Barolo Monvigliero 2010 0,75 l",1,1,96
45456,"Fratelli Alessandria Barolo Monvigliero 2010 0,75 l",1,1,96
45457,"Fratelli Alessandria Barolo Monvigliero 2012 0,75 l",1,1,92
45458,"Fratelli Alessandria Barolo Monvigliero 2015 0,75 l",1,1,96
45459,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,0
45460,"Chateau Mouton-Rothschild 1993 0,75 l",1,1,90
45461,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,91
45462,"Chateau Mouton-Rothschild 1995 0,75 l",1,1,95
45463,"Chateau Mouton-Rothschild 1997 0,75 l",1,1,90
45464,"Chateau Mouton-Rothschild 1998 0,75 l",1,1,97
45465,"Chateau Mouton-Rothschild 1999 0,75 l",1,1,92
45466,"Chateau Mouton-Rothschild Chateau Mouton-Rothschild US-Etikett 1993 0,75 l",1,1,90
45467,"Comte Georges de Vogue Musigny Reserve Andre Vaucher Grand Cru 1967 0,75 l",NULL,1,0
45468,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 1990 0,75 l",1,1,96
45469,"Chateau Mouton-Rothschild 1983 0,75 l",1,1,96
45470,"Chateau Mouton-Rothschild 1983 0,75 l",1,1,96
45473,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
45638,"Deux Freres Sauvignon Blanc 2020 0,75 l",NULL,NULL,0
45474,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
45475,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
45476,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
45477,"Chateau Mouton-Rothschild 1995 0,75 l",1,1,95
45478,"Chateau Mouton-Rothschild 1995 0,75 l",1,1,95
45479,"Clarendon Hills Old Vine Grenache Blewitt Springs Vineyard 1998 0,75 l",1,NULL,92
45480,"Weingut Freiherr Langwerth von Simmern´sches Rentamt Hattenheimer Nußbrunnen Riesling Beerenauslese 1999 0,75 l",NULL,1,0
45481,"Case Basse di Gianfranco Soldera Brunello di Montalcino Riserva 1993 0,75 l",1,1,95
45482,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,1,0
45483,"Magpie Estate ""The Black Sock"" Shiraz-Mourvedre 1998 0,75 l",1,1,95
45484,"De Lisio Grenache 2005 0,75 l",1,1,92
45485,"Mondavi Cabernet Sauvignon Reserve 1983 0,75 l",NULL,1,0
45486,"Chateau Landereau 2018 0,75 l",NULL,1,0
45487,"Domaine Grand Veneur Chateauneuf-du-Pape Vieilles Vignes 2012 0,75 l",1,1,97
45488,"Chateau d´ Yquem Ygrec 1985 0,75 l",NULL,1,0
45489,"Haskell Vineyards II  Proprietary Red 2016 0,75 l",NULL,1,0
45490,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,NULL,0
45491,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,NULL,0
45492,"Weingut Freiherr Langwerth von Simmern´sches Rentamt Hattenheimer Nußbrunnen Riesling Beerenauslese 1999 0,75 l",NULL,1,0
45493,"Villion  Syrah 2019 0,75 l",NULL,NULL,0
45494,"Gantenbein Pinot Blanc Auslese 2001 0,75 l",NULL,NULL,0
45495,"Val de Vie Polo Club Chardonnay - Pinot Noir Rosé 2020 0,75 l",NULL,1,0
45496,"Huet, Gaston Vouvray Clos de Bourg 1ere Trie moelleux 1997 0,75 l",1,1,97
45497,"Val de Vie Polo Club Chardonnay - Pinot Noir Rosé 2020 0,75 l",NULL,1,0
45498,"Azienda Nicola di Sipio Cerasuolo d´Abruzzo Rosé 2016 1,5 l",NULL,1,0
45499,"Chateau Leoville Las Cases 2006 3,0 l",1,1,96
45500,"Chateau Leoville-Poyferre 2005 1,5 l",1,1,93
45501,"Chateau d´ Yquem 1990 0,75 l",1,1,98
45639,"Deux Freres Sauvignon Blanc 2020 0,75 l",NULL,1,0
45502,"Chateau d´ Yquem 1999 0,75 l",1,1,92
45503,"Chateau La Tour Blanche 2005 0,75 l",1,1,93
45504,"Chateau Lafaurie Peyraguey 2005 0,75 l",NULL,1,0
45505,"Chateau Rieussec 2005 1,5 l",1,1,97
45506,"Foradori Teroldego Granato 2009 1,5 l",1,1,91
45507,"Foradori Teroldego Granato 2009 1,5 l",1,1,91
45508,"Harlan Estate Proprietary Red 1996 0,75 l",1,1,98
45509,"Haskell Vineyards Pillars Syrah 2015 0,75 l",1,NULL,93
45510,"Domaine Faiveley Corton Charlemagne Grand Cru 2011 1,5 l",1,1,91
45511,"Domaine Faiveley Corton Charlemagne Grand Cru 2011 1,5 l",1,1,91
45512,"Domaine Faiveley Corton Charlemagne Grand Cru 2011 1,5 l",1,1,91
45513,"Domaine Faiveley Chambertin Grand Cru Clos de Beze 2015 3,0 l",1,1,93
45514,"Domaine Faiveley Mazis-Chambertin Grand Cru 2010 3,0 l",1,1,94
45516,"Autreau de Champillon Brut 1er Cru NV 0,75 l",NULL,1,0
